order_id,customer_id,product_id,quantity,unit_price,status,order_ts
543acb68-7422-4cfb-912b-630aba93aa6c,959167b1-4f99-42d3-9ab2-b6f8e356df82,P04961,5,152.03,RETURNED,2025-09-09T00:33:52
6a1a2120-1383-4c43-8899-dfb42652ff40,d3d1a2bb-4ba5-468a-8ebf-29da6983eb8e,P04040,6,1558.12,DELIVERED,2026-02-20T21:11:14
00435406-927f-4dd2-9a73-6c154d0a0ffb,39a4143b-1019-446c-a0a1-5742ec546611,P03306,8,855.81,CANCELLED,2026-01-07T21:08:45
77e4897d-30d7-405f-9f4d-fd22dde45e03,c1b9fff1-2545-4aaa-b972-62229a76099e,P04990,1,9.02,RETURNED,2025-09-05T00:55:17
502c0560-8717-4eb7-b8a8-aa3e3fdd5c94,3f136650-613e-41ad-bca0-6689b14dc5cf,P00907,5,622.89,RETURNED,2026-04-01T20:44:30
20276296-9a2c-4937-9c12-696855efab92,77b15386-5535-49d7-bb46-675263e737ad,P04577,5,21.44,DELIVERED,2025-09-30T12:50:34
a7341af2-92a6-47db-a8ca-197ef6ead1f6,3781d14f-70a8-48c9-8b8a-012ece19dc07,P03944,2,1149.08,PLACED,2025-11-24T14:48:37
83bac95c-a2b3-425f-b123-8b358b1d6602,84d20ce8-fbc3-42c7-b006-cd7a359da5b0,P01466,3,1259.39,RETURNED,2025-11-07T09:01:57
2af10560-cbbf-4e09-869b-acf70ed93673,32916bde-9e0a-4cef-944a-b44994f5f798,P02419,3,403.68,SHIPPED,2026-01-01T02:38:00
86f35f1a-9c20-45fd-b1ec-c4cda11da3e5,8292d009-bb16-4b76-b810-aea07f67d5d5,P00891,8,1522.09,CANCELLED,2026-02-27T09:58:51
ab6f3573-7034-4594-adbc-99e79a1e8152,09fb190a-9083-4fda-94f7-9d0e441f816a,P02254,5,1252.66,DELIVERED,2026-04-04T04:06:36
c1da0122-598d-4f04-803d-33e513150d03,f01ef7fc-4288-4526-b79a-46432709c85a,P03186,2,1852.96,RETURNED,2026-01-15T12:49:01
cd6b14a7-cf78-4dbb-a063-8fdad8f0eab0,5dc4efa3-00f5-4e87-bb6c-c29fe10d6ed5,P04310,1,101.76,CANCELLED,2025-10-30T05:33:46
5e21335c-fd46-43eb-8f94-06870b878539,5e5bfaf9-12df-4fd8-8e18-7f3bfc53f5a9,P00386,7,160.07,SHIPPED,2026-01-01T09:17:39
4639addb-83ad-4fdc-bbf8-2bd2950e5a3f,b5d8d9a5-3069-423b-b4cc-1a750e49778a,P03122,9,32.06,CANCELLED,2025-11-15T22:53:51
dbf13a10-e255-48e5-b92a-9aea0e5f20c2,ec7f25fb-8be4-4b40-a35d-7704a7177673,P01890,6,1032.97,SHIPPED,2025-09-28T12:15:39
201ce2ab-e0e1-4fc5-ac41-3871cdbfcd39,630dc644-9456-4651-9b34-f9a70b7b2418,P01147,5,423.66,PLACED,2025-12-10T08:08:04
83098699-6f97-4d6a-8ffb-52e6cabc8d32,ea85dcd1-847a-4246-9456-42932e999b56,P01697,2,593.38,SHIPPED,2025-10-07T06:04:51
1c22e14d-6f20-45a1-8ff2-c79e561873e1,188d6b51-cb10-41c6-9c11-2b88a54a0667,P03472,6,1242.03,CANCELLED,2026-01-02T06:05:15
7202c1d3-6ae6-4b15-b852-fd9194b47be3,2d0f9f5e-2173-495b-84a4-03b1ae5838f3,P04399,3,1377.78,SHIPPED,2025-10-26T23:20:20
126d5a0e-4c61-45b5-8808-666fa8507d66,10c96fcc-fa98-4ceb-bea2-a13672438fb4,P03956,7,1475.43,SHIPPED,2025-11-10T20:04:35
4e9e54b9-a4a7-4a65-8496-e86bbf863abc,6198caca-338a-410e-8961-053a1231d9bd,P01806,10,1886.3,DELIVERED,2025-07-29T03:00:19
feff11ec-5c9e-4dac-9532-96530acd08e8,28535772-48f4-49b7-9c27-7345c38f667a,P01148,9,1539.16,PLACED,2025-10-17T00:08:55
0513c7f8-ca19-43eb-9fea-8f21c4d337a0,772b8256-425f-4c1b-a0e5-2a9db4050e69,P02154,9,1648.59,SHIPPED,2026-03-22T11:52:07
38d2b0c5-fc38-4099-acb7-77fd6dcbf4e7,17122d0f-6b08-4536-8280-168410cd725e,P04637,3,178.33,SHIPPED,2025-11-30T00:49:43
222b4562-70f7-4498-80fc-a9e85917aa85,ceb36638-a57d-412f-b581-c5f5039dd163,P03876,5,287.58,PLACED,2025-11-12T20:12:15
1bd05808-0617-47e1-8cd9-19e71261ad03,953b7034-98dc-4f00-94b6-e687fab48216,P03762,1,1310.79,RETURNED,2025-11-16T14:19:00
a790e586-1c25-47b5-bad0-3f5b2c46a1ba,4edff28d-3cc5-41f6-827f-41ba2a8dcb57,P01714,2,1916.61,RETURNED,2025-10-25T00:45:58
f4728dcf-8011-4016-bcd0-515745cb3f52,db8eac6b-76b9-43f4-9a13-83aa3eae6e37,P01004,4,964.91,PLACED,2025-07-08T23:52:19
8b0fbc08-a1b8-4cfe-9cfb-eb5f757475b7,91a66c4f-6337-4eba-a0d5-ccf19d7a0cf6,P01506,5,603.51,PLACED,2026-03-02T04:39:26
39afc55e-0bcd-4b53-9e38-a3847b7e7fa5,17122d0f-6b08-4536-8280-168410cd725e,P03006,6,319.48,CANCELLED,2025-06-15T00:07:48
5b9bcdba-de3e-4910-8986-485ef977305c,8824aaf6-115a-4215-a981-186732e8a6d8,P04112,9,988.91,SHIPPED,2025-12-09T20:24:07
72fc578f-8242-4ed5-a918-e3c88846f020,27e6fe2a-d571-40d0-89c1-55129d9522ae,P04073,6,23.33,SHIPPED,2025-12-28T19:39:30
aa1614d4-d550-4c58-a247-31ebdc69429b,0669760b-7a12-4e39-8b9b-1ac7ebbd5d3c,P02643,9,530.35,DELIVERED,2025-10-07T23:24:06
b79f6a22-e6b9-4423-96d2-6e96a19c7270,aab8c516-b917-4f46-b117-f4ce553b9585,P04606,1,1601.94,CANCELLED,2025-09-14T09:33:33
0ddd798f-18ec-4aa5-a0c0-d642958a6c96,a9f213b3-397f-4d62-8a9c-b368bacf237b,P01962,4,1074.64,SHIPPED,2025-09-20T14:06:46
21dcbf19-9180-4220-96c9-9b47f9a27fbf,e0e4ef35-0680-46df-80d2-926865700f07,P02170,10,1085.25,PLACED,2025-12-21T12:16:55
59222121-c273-494c-9740-67851c270260,de43c37a-3e2f-41bb-8f23-28d9c0d7040a,P02260,7,1682.23,RETURNED,2026-02-19T07:09:48
46c3613b-ad6c-4269-b224-94c5d9f0c663,29c7af68-d508-4771-a79c-c9089d809d78,P00446,2,1065.24,DELIVERED,2025-11-06T00:16:42
241d9402-4896-4416-8d24-fdca8251fc7f,1f6db6e6-496c-44e5-84fd-976a970aa691,P02883,10,455.74,SHIPPED,2026-01-21T16:12:40
2856ae4c-d8b4-4dda-a1e5-16d67e245c27,4c3d8931-3948-456a-a6e5-d8a0f99a5674,P00506,1,1954.48,DELIVERED,2025-09-29T18:26:46
e24dd860-064b-47c5-b55d-b04f0c93dbda,578c1091-14b4-4b9f-9fcd-009bc32a96c7,P00345,9,648.92,DELIVERED,2025-10-13T00:46:37
2741f3af-737c-47e8-bed7-c2e39cc567f7,1a90f596-2a12-4e9a-b2fc-d4e49613e8d9,P03787,1,842.91,DELIVERED,2026-01-27T05:17:48
55874226-5466-4dec-bb05-c782079f3325,0018ba85-5ff8-4037-a033-b008cd2b965b,P01581,7,885.57,RETURNED,2025-09-15T23:14:59
9f74bed9-d523-40da-93bf-96418647cdd7,ed78c4c7-17a0-459e-a6ea-1a114bad632c,P00558,3,1337.22,RETURNED,2025-06-11T04:59:59
53cfd844-427f-4831-b88d-7efac1b67609,cbc0e96f-8241-4c1b-8b47-60e27fb8a4a4,P04988,3,693.19,SHIPPED,2025-09-09T11:12:32
56f277d3-d72e-4be2-81fa-bf49e51a1528,798e7526-6692-4145-bd9f-d3ceeebece07,P02716,7,1847.68,RETURNED,2025-05-28T19:38:56
b7671351-eb19-480e-917e-a9e2caa4e366,0bd62acf-ade2-47bb-8350-98c13e74f6f0,P01319,6,941.84,SHIPPED,2025-09-11T05:50:30
fee69598-4168-46e5-9251-51674afe5b7e,9c429b9e-dacb-49ed-a32b-bfe09bd0ed7b,P03796,4,766.9,PLACED,2025-08-21T08:13:26
d99ed520-821d-44ea-a36b-793c0b750fde,aa47ef47-e045-4ec5-aa52-7b2b7a69a2cb,P02960,6,787.05,PLACED,2026-04-22T03:06:03
347e87df-1a74-4731-8f00-872aa1b8a8cb,83bcd1bc-adc1-45fa-8a4d-08831135c515,P00362,3,1641.84,DELIVERED,2025-07-25T23:56:08
76fd4acf-faa1-4b4e-8f83-ac36d5dac61c,23e91303-b3af-4756-bcd6-cd03a32b277b,P01378,7,1895.86,RETURNED,2025-09-28T15:29:57
5cea10ad-4f33-40b2-aae4-ca8135a5ef6b,5f10d5aa-5a6b-4ccb-a7d3-f6325f7a2358,P04512,1,329.24,CANCELLED,2025-08-02T16:45:00
6fc82915-6065-48c6-9c4f-0ff04e46661c,0471ec38-d734-43fe-92eb-882d9c333942,P03591,5,213.87,SHIPPED,2025-07-24T10:58:31
aae91ec1-bfa5-41a7-ba2e-a1cdae08bb56,09766865-02bb-4e09-b13b-d5d0daa08eae,P00963,5,1891.44,CANCELLED,2025-11-19T18:20:42
f566c798-318d-4f2d-9979-6fb26fc8c4d6,c8699e43-ee4f-4614-b845-bd3cb4d61f4e,P04268,5,992.44,DELIVERED,2025-09-27T00:54:38
367cc360-bd2b-4b15-8e4d-708b2944df47,814b1daf-0105-4478-a0cf-a2313fa5d361,P03712,7,274.66,RETURNED,2026-01-29T11:54:46
c9e12ec3-4ba1-4d7b-a98b-35723ae99471,063f6238-d154-4725-a77b-bfa34f6193d3,P04139,6,462.42,DELIVERED,2025-05-29T16:11:45
94f76406-b233-4341-ac1c-ae7c5ee974dd,9cea3850-072a-47ce-987a-c7729a59c1bf,P02030,8,1364.25,RETURNED,2025-08-16T03:24:15
cf895abc-5737-4732-adb8-5caec17d461d,d5a2acfe-cf77-4b61-8929-f2122f285379,P02551,3,1774.41,RETURNED,2025-11-01T21:30:05
4fb9724f-5871-4d87-b678-936a88c0b95c,f8063753-4f81-4042-a1b7-fe749abfd529,P01054,1,1329.94,RETURNED,2026-04-19T08:00:08
9eaf9b41-efe5-4a18-81d7-03addc9f405b,157c4d53-8591-4279-a147-f475c6da9db5,P02196,6,530.81,DELIVERED,2025-07-31T15:17:14
00725060-c6f0-4168-b75d-7de678386d26,8959a2ad-dbaa-45de-a80e-542ada107ff8,P04429,9,314.23,CANCELLED,2025-09-26T04:50:08
864e905d-554c-49f3-8394-383c628aea1a,f2b1fdc3-adee-4eb3-9410-4ef0d30a9c6a,P03010,1,1333.26,PLACED,2026-04-14T01:34:24
e2523824-efcd-4c1b-8f11-76c27bbaa437,d6dc540b-bab6-408e-b803-501afa63c2e2,P01417,5,893.21,PLACED,2026-04-24T17:13:34
6446390b-bd90-47a9-bed6-cb3f7d7b81df,7a02b612-966a-41d2-ab3c-1e20bed534ce,P01170,4,1194.03,SHIPPED,2025-12-12T16:31:07
52100666-f5e6-41b2-bf5a-6a70f21e394d,7565ae40-3145-4c4f-b94d-31be61d2f27f,P00284,6,277.7,PLACED,2025-09-09T13:21:11
a08b903d-17d9-4197-8e87-4556505f6248,ba68f605-86c3-4264-8823-fb5e0d7bce5f,P01039,10,1482.2,CANCELLED,2025-07-23T19:36:43
59277efa-798f-46d6-ae28-461d0102197b,8e9b356f-2f32-413a-9eb2-1e0245066531,P03963,1,1231.38,CANCELLED,2026-04-04T21:25:50
a1d7f0f6-9cc6-40ca-8754-80423b611070,a62d9d3d-d0f3-41a0-a053-e421f3f188eb,P03068,7,528.02,DELIVERED,2025-07-21T16:50:41
e4118224-869f-42a7-8c69-190c601ff332,238eedb4-f0e8-4794-8800-59c0f7b19ba7,P01120,6,1010.35,CANCELLED,2025-05-20T23:13:37
b815764c-9e0a-46bc-8c15-1f1139e5f804,3f0cb25b-6c8b-4e83-a4cc-f0d0f3205cbb,P00240,1,1274.72,DELIVERED,2026-03-07T12:30:26
0bdba431-2378-43ee-8164-29a476f814c7,ff18024a-b95e-449b-adb4-bb6057ccaeca,P03015,9,181.63,RETURNED,2026-01-31T12:08:51
f511d477-ffaa-4981-b6be-74d924dd17d9,4b7374a8-4baf-4d9f-b560-5dc4f3db1bb3,P02962,5,705.11,RETURNED,2025-08-03T22:00:51
0ea92808-1b38-40a1-a717-192c9521823d,e977518f-b748-4d7f-b05d-598e6d2ad3d7,P04887,3,525.45,PLACED,2025-12-24T22:02:23
a418ead7-e0b0-48e2-a62c-08429c075a09,f11b6946-ebbb-4c7d-9f61-18066b29bea5,P03501,10,548.49,PLACED,2026-04-11T01:38:31
a45da33d-2b3b-41bc-a750-ef2d235f4fb7,3063a3e2-15ff-470a-adcd-eaf83606b70d,P00825,1,935.87,PLACED,2026-01-29T09:48:15
7cc8ca67-f431-4d4a-8cc6-a23523e12b98,33a033b1-a96b-49cf-afb8-035a50a16bbf,P03992,9,1191.56,RETURNED,2026-03-05T21:25:37
07d63fa0-8cd7-40bd-8214-f4c23c361250,a5d35450-704f-428a-87f6-dd73246a54ea,P01201,9,633.1,SHIPPED,2025-11-10T16:47:52
fb07b9e4-9920-40bf-a581-eb2dba9ea95b,c16c8cdb-60a8-4bf5-bcd3-11fe5300cd8c,P02379,5,281.94,DELIVERED,2026-02-18T01:16:06
ed7eba9d-82d5-40a3-860a-32a9bad0f0aa,4c6da64c-0336-44be-9a70-03a4421fdf48,P04548,10,1407.09,DELIVERED,2025-09-26T13:34:36
839a4660-965e-4723-8386-313ab11eb565,ab3eaa03-39ab-48cb-908e-35ea13a38ee4,P04669,5,665.13,RETURNED,2026-04-10T05:43:27
a475ac4b-c28f-4009-8d47-0c231c0bae83,15c2e8f5-16fd-468a-afcc-83ffb22a6156,P03185,5,1191.52,CANCELLED,2025-08-16T03:30:44
aa21372b-a2e9-4ae3-a7fc-61168854dff6,945e529d-565f-4d6b-93c3-7abc1e907522,P01219,2,435.15,CANCELLED,2025-08-31T01:06:29
e3ce2847-2879-4b5b-a458-badf36b58f4f,a052610d-3fe6-4278-b9a8-1f4e3c81705a,P02151,8,668.13,DELIVERED,2025-08-12T10:06:07
9da3ae07-15a3-4870-bfac-a8b8b54470f5,3aa819f8-a5e1-48b9-a6ea-610cda101a45,P03797,6,1237.65,CANCELLED,2025-07-12T22:52:07
a91b08ad-7c7b-4d68-9f62-e7d355d19cab,dc2ae7ee-7a2b-4c48-a86f-12061a37dfbb,P04404,4,383.9,PLACED,2025-06-04T12:35:22
0b8b87ed-7291-4e56-aa14-5f8682ec6006,71e419a0-121b-461e-a49b-d1459f5c71f2,P04610,1,1236.75,PLACED,2025-07-18T07:15:43
467dc43e-f007-4c7b-9d07-66e87b5e78d4,f23c82b7-c1c2-48c2-9af2-8068594c84b2,P03541,9,342.76,PLACED,2026-02-15T03:10:19
f4e5fed0-2eba-432f-afcc-0a49e1f4e5bf,112b8cbb-eb1a-49bb-b29c-2c1fcea0fd40,P01308,1,594.37,CANCELLED,2026-04-12T09:11:21
8c8358c3-2369-4b3c-96fe-4d6aef71f6e8,095d4e8e-4a44-4f5a-9c91-51b876e80851,P01595,6,1131.0,SHIPPED,2025-09-10T12:22:12
d15c978c-f0b9-4d87-a1c2-2fa59d766d67,dcfe42e9-b175-4653-8753-90f7521b9fc7,P00614,9,658.86,RETURNED,2025-09-07T23:35:56
b037188d-504d-40bc-a3c1-4316a103e28d,7e6ce590-3964-4444-85ef-b54d88082972,P04370,3,462.51,PLACED,2025-07-28T05:37:47
64eb6f48-0f37-44ac-8151-6dca339af7c5,a5d54b13-f119-48cc-979c-91e6a74c350c,P03464,2,1888.97,CANCELLED,2025-05-18T21:27:20
d1ce52d3-fcf2-4758-a082-967c1b9b431d,8359dfa1-0ea2-48af-94e6-4e4fabbb4523,P01703,9,1874.93,CANCELLED,2025-11-03T23:39:32
0d249030-5627-4251-a1ef-ab657998079b,3b1e8aed-8c09-4f2a-a984-f7710b55c860,P00549,1,1112.24,CANCELLED,2026-04-28T01:13:59
5e1f7ec5-7f23-43fd-b0ba-c10233372ba1,4305b3a5-2980-4cab-a115-3c7d9d3f118b,P03233,9,402.6,PLACED,2025-05-25T04:38:40
ad6f3377-83b5-4496-bb4c-46d5412225d5,a89bfbaf-81dc-403a-b930-381a74ebb1ca,P03249,2,1504.83,PLACED,2025-06-28T19:23:49
070b8009-0a78-433f-b954-3b50c54bae8d,25226db0-45dd-43ad-988a-8f237ba5d00d,P01423,10,439.64,PLACED,2025-05-27T00:00:09
2f4f0b7d-c974-446b-9fd1-2ca03b226550,90403726-dfad-4c48-9d1a-ffa171d1762c,P04690,4,419.61,RETURNED,2026-02-09T09:48:43
4e8bb838-f023-4e13-827e-b8968f6980d4,c5465e75-ead5-47f8-9d92-55a38f2a49ed,P03129,3,264.15,SHIPPED,2026-01-04T02:45:35
b0f07b1b-3400-48a0-a85a-f07d382693ba,568e4d73-5b19-409f-9541-529727e2e02a,P01465,3,1926.5,CANCELLED,2026-04-21T03:21:08
9dfa8310-7dfc-46e7-abac-9232975f3a7e,57d3ad41-fee1-451b-b05b-56a6f4c365e0,P03381,1,994.89,PLACED,2026-02-24T05:00:11
d052b579-b342-45bb-8933-58b10d65f214,fc2c95f2-e6df-436f-ba5d-e8f5a86cb6b5,P03032,7,861.78,SHIPPED,2025-11-08T18:29:56
8ae5e55f-dbf2-484a-9cc3-62ce64c2bd38,eb33f335-525e-4d67-be89-f3a32b4eb8e0,P01947,4,395.52,RETURNED,2026-02-08T20:39:12
0115f873-6823-4192-b2b5-fdf4520be93c,7f74b29e-a06e-43d9-83b0-5ddfb70178c5,P02410,9,247.4,SHIPPED,2025-06-10T10:43:28
e5f19c39-e826-45b6-831f-f3777dbbb9a1,15617522-a46c-4dff-b598-74ff458c58d6,P00484,5,902.66,PLACED,2025-10-03T06:33:55
b42a3961-f09c-42e1-adc3-03a0c497fce8,f2256f10-3451-4a0c-8bd7-0c5dfe3ef11c,P02502,4,1060.89,SHIPPED,2025-08-04T07:26:10
ea07f25d-e08f-4d26-ab1d-5301ac3a2104,bdce08a8-34b0-4642-bb65-933bbcde4085,P02706,9,1368.14,RETURNED,2025-10-12T03:52:35
19f707d2-8d4c-4312-ae06-90618026bf6c,adc4a041-a4a2-490d-b5bd-2b8b3bac3c27,P00892,4,77.14,RETURNED,2025-09-15T05:36:08
bb22209e-37f3-47c1-9211-2322ab1fc713,5d76aebf-0aa1-482e-be6f-214ed3c81511,P03739,1,5.79,CANCELLED,2026-01-02T16:55:31
a130418b-dc7c-4007-99c9-d6b52445c135,0221a444-aa03-4fcb-92b9-a5c14ba05344,P01019,3,1660.09,PLACED,2025-09-01T09:10:00
c526e87d-fa1d-4039-b7d5-3926b07ed163,4fa9a712-657d-465d-99e5-818ca34cd428,P04734,1,1442.98,SHIPPED,2025-08-23T18:25:08
2e8d8525-a838-4805-a9ec-def5fed6e084,3a79407c-d0ad-4d13-8aad-e7d26b4633b0,P01684,5,1258.15,PLACED,2026-04-14T20:58:11
fdd9aa36-9425-4239-a351-7de313e48fac,bbf0ab7e-f18e-4564-9522-74ad76a1c74d,P00292,8,739.39,RETURNED,2025-07-10T17:15:35
1ba4e8e5-b9fb-4ac9-a394-33443e6900da,8f7cd63a-6b9c-4d0c-9d9f-584d8d5e120e,P02648,3,1249.38,PLACED,2026-01-23T12:08:56
6add62ce-dfab-4033-bfd8-1c192331af5d,868cca71-6de8-45fd-962c-eb2c8e4aaacb,P02916,3,620.78,DELIVERED,2025-06-21T03:24:54
40145ee6-804e-4986-a138-2db4b192be26,0bf56031-9e80-4324-b3ec-ee613142bf9a,P01126,1,488.99,PLACED,2025-08-13T21:08:25
7dfa99bb-f7dd-46a1-988f-45ede87a2d08,65e758a7-17c8-4517-87fb-bf3a5334098c,P02890,3,358.65,RETURNED,2025-10-21T00:03:34
f483b0a1-1097-45b9-a1a8-ef5c259e3ff6,5fa61c71-c9a9-4858-bf06-1660599ca2fd,P03930,1,71.7,RETURNED,2026-04-01T20:54:45
e6819bfd-33aa-4017-a012-8eb98e6dab61,28cb1582-fafe-4295-ab18-7b22a3f92ff4,P01945,7,1462.1,CANCELLED,2026-04-30T21:51:58
2ddcaca7-e169-496a-95d1-26b40d65c23a,927ca80e-f5c1-4d11-bf96-1defc2fb2eda,P02760,8,500.19,CANCELLED,2025-10-31T17:41:38
45666267-7dfa-46c3-86bf-8298b8f30e48,e2d41a9d-1d4d-4dd4-bfcd-da8f2c9b4009,P01192,6,797.49,SHIPPED,2025-09-10T20:23:36
e64212bb-9b78-4074-a05a-4d09a66d13da,6ec58dcf-a19f-4eb0-bbe5-e80e27cbb585,P04701,7,1521.15,RETURNED,2026-04-20T06:35:42
a2bb90e0-8379-4ad3-beec-b0721069eb84,310dd865-2ef8-4349-a7d4-29df82200590,P01428,7,416.58,RETURNED,2026-03-21T04:49:17
27bf05f7-ba5d-484e-8619-e36498647e95,0d76c24d-f8b0-4499-8d38-8729f4d9a1d5,P03022,8,1121.11,CANCELLED,2025-08-21T06:00:01
03497418-c1ad-4087-a0d0-ca4c97b6ce46,a15215cc-0fa1-4498-bd5f-d63bd1a6a069,P03047,2,334.78,SHIPPED,2026-05-02T13:56:06
aa7ddb5a-7853-427b-9a6d-5445b448a78b,9aaf6dbe-fc06-46e2-ace6-3233c0dcdf28,P00610,8,702.11,SHIPPED,2025-09-14T20:56:26
ab2e6cc2-9ae6-4d70-b088-00f1d35aa11b,0439d21a-ac7f-41a3-a691-d3627d5a198c,P04840,8,83.39,RETURNED,2026-02-23T12:22:14
c5b104bd-5cb2-4529-847e-8241555fb0ae,1dff4b35-176a-43c6-864d-ccc717a0d71f,P04169,5,244.48,RETURNED,2026-04-18T23:37:11
ffa2fd9d-6dbb-49de-8ecf-53ea5adb46d4,8c1feff6-d69f-49d0-9f0e-1dcee3ab29cb,P03347,4,902.23,DELIVERED,2026-04-02T15:14:16
81cadedd-0f0a-45d7-b932-7536c74045fd,7b22ee8a-c3f7-4135-9d57-54da45759dad,P02513,2,81.92,PLACED,2025-09-18T10:53:55
f559ed2e-b343-4f9f-8697-9d4ba37aadf1,07b8dda2-f50f-4ad2-a417-86656ec81c46,P00772,8,992.53,CANCELLED,2025-11-26T02:05:39
3f416eaf-8ad4-47f5-90f2-634bc5e9465a,fd75f9a9-ce7d-4261-a689-da07b8925408,P01212,3,1624.04,DELIVERED,2026-03-30T07:35:39
7e2d0478-ca04-4c72-9419-2331cf1b10ca,1d93564e-e8e9-4bf3-834a-9fed05e2eaee,P00458,2,1818.14,SHIPPED,2025-06-24T04:38:24
e899d1f0-8bef-4bd5-aa3d-23765bf742b3,dc49f761-8aff-46f7-89e6-9d76b6f947f4,P02914,2,478.85,PLACED,2025-08-23T22:34:10
b2f67d40-d829-4254-a2a6-550172bed378,2d95ee31-89c3-44d7-b063-8d1052f500fb,P03339,5,1500.34,RETURNED,2026-04-16T19:14:07
b06fb8cc-f591-4781-8b3f-fd03047329f9,dd2a21ef-160d-480a-ba20-99d1a3ac83a6,P02654,4,1668.86,PLACED,2026-02-07T03:26:45
f3b7ad17-3162-4cbd-aa75-733924c35c5e,e10ee89d-4ca7-432e-ac6d-ab5351e7de05,P02564,6,736.63,SHIPPED,2026-02-08T15:50:25
c089ff60-867a-4495-8fdc-4cdf11e3cdf1,afdc6e5c-bfcd-4002-bd4d-05fdacc871b4,P00992,2,1546.33,DELIVERED,2026-01-12T02:05:02
5653ee33-c77d-413a-9eb2-6a23af09fdc8,559a3454-2d6b-4b5b-afca-66f71d00debc,P04395,10,1359.68,RETURNED,2026-01-21T22:43:23
bfb5a3be-d8c1-475f-b958-dc8a7b748df5,6ff72f3d-9285-4bee-9aea-300dec45559b,P04766,6,1721.29,SHIPPED,2026-01-08T09:24:42
7d89c704-08b1-4bc4-8e66-9c00299bab8c,d8796e5f-ea6c-48e3-8739-de9226cbb13e,P01173,10,1475.34,PLACED,2025-12-10T12:03:31
7eeef02d-e1da-4536-a89f-6a0025c19c69,1e6d287b-e687-47bb-9340-422f25fdce4a,P04272,10,1081.13,DELIVERED,2025-10-01T04:54:58
557ea888-cbe8-40ce-adcf-4da7bf4df3c0,58944780-f25e-478c-b968-46122620872e,P02564,7,1900.59,RETURNED,2025-07-04T04:55:57
d6a465fd-ae44-45bd-bd01-8ad83668317a,5dc4efa3-00f5-4e87-bb6c-c29fe10d6ed5,P04793,2,1294.67,PLACED,2026-03-22T15:37:40
55abc2c3-e1b2-464b-99fe-3de263d5940c,c4e3b74a-0184-43f2-9911-5fe97243fe2f,P02660,7,82.09,SHIPPED,2026-01-14T03:14:01
b7cdb799-f6f9-4932-8c71-5de3681ffdc8,2d0f9f5e-2173-495b-84a4-03b1ae5838f3,P02427,3,1093.83,CANCELLED,2026-05-02T09:45:08
30f88f3d-ccea-4165-ba01-9aa217bdf319,bdea5efc-52b7-4ca8-801e-1c00859663e1,P00903,2,888.39,PLACED,2025-06-05T10:02:12
85eff832-6770-4699-bf6c-d316e23cdc55,6a51a790-c2e8-4eeb-98ed-2b817e9f3ba9,P04499,8,1039.36,RETURNED,2026-04-01T17:01:09
56916fe8-a12c-41bb-a171-b2bc3f07725f,2b43fa2f-6996-478b-bd4d-7909fd039a4f,P03273,4,1722.28,CANCELLED,2026-01-13T05:31:45
aadddc20-3d47-43fe-84d3-8cf594a6b569,a98c3d3d-632f-432e-9ba5-4aa7ddf7f01e,P02864,5,10.04,SHIPPED,2026-01-24T03:28:22
